"RelativePath","Subjects","OriginalSha256","PlannedSha256","KnowledgeMappings","SourceCollapses","MovedToPoints","Deduplicated"
"_待确认\27_张宇36讲\01 - 高数\18 - 第18讲 多元函数积分学\3-FRQ\L17-Q30.md","AM","ee9fc6af5b8d4e96c02f0b0f839574b9be4afd594c8dde1fb46c5fe676d72102","1e34c3d5ea8348c4d7c2f2fd77e0db6f84dee9400019b5943f0699209f995121","2","1","0","1"
"_待确认\27_张宇36讲\01 - 高数\18 - 第18讲 多元函数积分学\3-FRQ\L17-Q34.md","AM","7cbc6eee0579ae9946ccb5c5c691b12a15f6860132bc133119742f36377e3c40","3ff1a0b222a6b77ab87d3b7aa41543e4766ee450937cc7d3b588551ce2da97d8","2","1","1","1"
"_待确认\27_张宇36讲\01 - 高数\18 - 第18讲 多元函数积分学\3-FRQ\L17-Q35.md","AM","4c9c9324c6072d66164856c61660e2e71f37b70fce6af447a7c973c2ac1c2b87","7b1e59cec052c74d60cc17a2f6b8782404b5dea85be3f3bb6b0f825bd9bf03e7","3","1","0","1"
"_待确认\27_张宇36讲\01 - 高数\18 - 第18讲 多元函数积分学\3-FRQ\L17-Q36.md","AM","d7b90aa6d5eb775518da156e10f7dc998ff08a0c30763d966ed67c0a2868bdc8","4b77b53fca55700b9f502981a411e9a28047657a9978672362f30dd6b8228ba4","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\2-FIB\L18-Q01.md","LA","c9fa576966f03ef447972637cd4d8205a3b98e30ca5a3dfa41c481abec76989c","5c925cb38a753ef724e09d718ccea7bcb94415db22fb156b6e9e3817b16f6e51","1","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\2-FIB\L18-Q02.md","LA","88a41694511f6b09479d2865f0c1b012564741ca89134640193768e026a2ed62","75fc9c20d1f9424d1725f891e4a6e14566e6edb2bdd6730eb6c4a14de76dde40","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\2-FIB\L18-Q03.md","LA","a8767d69538e48c28fd6d140aba1a6dd45c901e640868db317337b422c193ae1","733d2c260072ba36502e5eb4267cf6d04b4975a49ca25fce1aa76f3bc4c38463","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\2-FIB\L18-Q04.md","LA","c64a325955d87aa3201f207d8ba58966e9dd015bd59762061b1c28d8dc35b420","ce1e8717a91846af2a38e51581604319dc5c6174365732583fc9d345e0a4b173","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\2-FIB\L18-Q06.md","LA","6551a747885cebaab95c07df9049af31b44354e5fe3d17087861821f00bb897c","bf2f858db27934b26b8e564d71cfeeecae4ae3ce1a7bd10d32d8bdb9d5b986bf","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\2-FIB\L18-Q07.md","LA","c91a351af93eba3b491eb72a0f2aa5fc6aaaa53b7790c84c7b4546164bbf5da2","26ca39153fa3280a2e9e2a2d9100e32772a026b6ab4630402769e34360047b73","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\3-FRQ\L18-Q05.md","LA","9f7124724526395722791b47864893bf456ebcef0ddb931b8c5b510ae637d887","47bfc58e46f5c80e9c590eecfe8cd883c2961b3091bcf87e190c160ead71848e","3","1","1","2"
"_待确认\27_张宇36讲\02 - 线代\01 - 第1讲 行列式\3-FRQ\L18-Q08.md","LA","1bb0f2afc0ff1ab5d509ab2ca8c410e67687442c245ad798a5ef1a4e0d2112f7","aadd84b731e991b0ee0516a59b761dcbd4ebe747e9809bd5719be0feda916496","2","1","1","0"
"_待确认\27_张宇36讲\02 - 线代\02 - 第2讲 余子式和代数余子式的计算\1-MCQ\L19-Q01.md","LA","e044f30201ad1f30c46690eeabc15f4a790771982b9c2ee4ea5f1994226332a6","7bace7eedaf636940d55c5139f6aef2a8c5574d6ed8eadfa43b5df506bd3ddea","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\02 - 第2讲 余子式和代数余子式的计算\2-FIB\L19-Q02.md","LA","5dc5c302408de8287f8c5728a6a2a490e6d96819f554637554dbde6766c14cf9","37b4212530193a94ffee64c78061384cb946dda86ecbea3a69afb37377da1c22","1","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\02 - 第2讲 余子式和代数余子式的计算\2-FIB\L19-Q03.md","LA","9bacae4c8a38fee7797d07d9b2b24e6eceb16134d7e9ea9ff9c1e19c198ceff4","9b0a4cfd15ed3859c3f2e562327ed506bbaa0612b2e2d288065532e3372d87ee","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\02 - 第2讲 余子式和代数余子式的计算\2-FIB\L19-Q04.md","LA","ab51f1f13b0b0f2f18acdf06aee55f149fc1414048e4ebe4cc47eba760245846","b3ac23b42df12c309052d828ec4323d671297bb0f3feceecae955e8279f806f5","1","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\1-MCQ\L20-Q08.md","LA","0326f0a330394a4a6bd140d04952d4d0442234fa06c8e5accdfd18e260834b64","fc1115cb02d5002a09867472498230f256b4fb46f4fc8f080ba21ba7c707a052","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\1-MCQ\L20-Q09.md","LA","cf8677411551c31214dba974ecd631baabe437d3cd5366bce61106bb2d0d749c","f143748999709cecf359823443e04becf671c8cb9a481eb673fe4d6c9973d93e","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\1-MCQ\L20-Q14.md","LA","5f8a424a46cc25eedb1901087d023e9db4149f857ae681b8ec7cab84212b0b45","538f946aa0c2b6b13b484ab7f7ae144adfdca132ae091310ba27f555447843bc","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\1-MCQ\L20-Q15.md","LA","15d5e0fb51a90a76c3b622c7a15f2b651a3ef440f01fceb9746667e5661eb81f","f01a2f10948eb4c1103cc97b2ac503eb9d12339c5c4a0e1bb8d85e3abb260c74","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\1-MCQ\L20-Q18.md","LA","6f8b35b0deed053f408fcc0f6cc59bd56f3b61ffe893edae4ebe87c892e89391","fa2b01609aa99f93d9d2bf71e10eca8f5e255fdc0aa7c17240430c903c4b3922","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q02.md","LA","d555497a44e82a0f72e4b4207e57e49492713926f16d774e96db0bb58e3b40d9","9f0157d2801a05b2a43482d13dbb0c04d8ea022e7add36ed710c9d0d1e9b68e3","4","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q03.md","LA","756ca28a0b71010e52e48c64a89f30226839800d9985bf51da231af7a608df82","37b7df17c7e4431c498bc4b1ef8926b8c2967053477a34340ba8067d1bfed4b3","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q04.md","LA","d8e316bb0e99af3bf8db61b023847ea436303e18fb183855318677a16a3ef7b8","29ffd86f88717f25b59b74c2479a4b702b9359be959d77c56813af307187cc1f","3","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q05.md","LA","acf0b8799f7086bc238513a3a09a987a86a71c3e65c0f7f4b2d8f105e0ec79e8","9f2ac3d052b778b2aa187cd6dabacd7899873cb123cfb9a726ade4e0b291d0a9","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q06.md","LA","5afa57e795a9ea2b2f941c601a4c33cdfbc653e856f56d2d93eaccb080a88367","ce5478129381c658f7aa8754f18ae66fd698cb9b74c04dd71235aa634eab533a","4","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q07.md","LA","77c2075220ae5fdae63dd1b5bb6b9a6e9b6767f51950582f5573f7b007be6445","fc49026d4cf38f6ae47bfe093c3e97ae61fe549db9145696f96c0c18a925f4fc","4","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q10.md","LA","35b80e2809253501cf967339cd0f4fc20bbbfda06f6ad705e0c18ff91fd0d462","4de10e3d9d12871f18467022448533a76d35484987f71ad9b11f52753471f982","1","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q11.md","LA","e77a5285d8d0ffcb96a4fdf59cca1760e41fde14a880993d082ba24863f3228b","0f7a68ac7c16d8475148ce75487feb0d8715e12560ad7c93107fb67d3dfea260","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q12.md","LA","206840ad3d43ad7f8ff4f8c0c58c7e29a4f25c6abf7860adc8f578a5444cbc61","75d8e89468905087e03f6532049b15493875e49be1b560d6b1636350c83d4ba7","1","1","1","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q13.md","LA","10fe3b1bb19dad6e64834e4f7aaae3d108ad850a7899be9e1bb39d674b6b041c","b5d5cda8a020743706f4fba758b6aba5a65ddd5833094a9158cb6474c3a343cd","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\2-FIB\L20-Q16.md","LA","7e81673ef223693a7e5d3e1e09a77797289a43fd765922f533537028597a1670","ee104a00fd40d2eae8fba11ae318fc1d2811668d3a47af71d34fb80560b5bb55","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\3-FRQ\L20-Q01.md","LA","206073dec2e8d1cd5a081317d988b6cdcf46f2ff2ce699f7e0c66b99392f6f38","03517c8a0c0581d6d1fa6ae9b192c1ad0e2cfd10e3e8504a85ca36547c91f4c9","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\3-FRQ\L20-Q17.md","LA","ad6b92a2a6f1a41da0369c85c6665113584d2efc2ad8aeb0d542eca8b317e9d5","adb80c5bfe2ac01d0c208bf91f1acb952f16c5a706e90867505007d2e539f34c","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\3-FRQ\L20-Q19.md","LA","f8d99d583cf63ef6d9f5bc41816bbe017e6532d17d001df508da28e1e8ea5f81","147835969fa9a1c541f7828369b1129253fe904461bc0e95bdb726880fc14ea0","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\03 - 第3讲 矩阵运算\3-FRQ\L20-Q20.md","LA","7e07ca92758362bf0c33c003bc29da41e989568b0ada3d7c7ec4b408aac9dd3f","74a32a5cae0baae2aa995ea40705185772b3d820dc9e76e61d22915bdf051aee","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\1-MCQ\L21-Q01.md","LA","f034e2e095e0a8b1aaa46fb9cab2754eb1815816717b8d63c8b71d15e26fd08c","6c02fbc5de4db3feade2100b94329bc9068ee91ad15ef17b5f0c41700f336eea","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\1-MCQ\L21-Q02.md","LA","9d273421885731265aa46561f928c937691ced441f316e77024b438adeb54d73","e1f5a6e0ec19fd33a19e869928b1bf784b00c5af50706dd33f8f26043ef32dab","0","1","1","0"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\1-MCQ\L21-Q04.md","LA","3d00a61dd1dc631629b5f980dae7a93e975f1cca82e820e338936d0e91bd5995","9ce08aead6eae56ff9a1ceff1ea71acb1b6ac520a8e66b47c1adb7b0912ccd39","2","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\1-MCQ\L21-Q06.md","LA","78e7a67648ea88c23b69343dd398a43768b8e2994e5eacc2fca29ff65fb64e57","26b5237bd1ce4f50724512d2da1f8ab454660c99cdfa56ea1f3890c0f966f7af","1","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\1-MCQ\L21-Q08.md","LA","7c1757dce06dbe9d0d6e06db54204eafe541189914e37172e1482ca03a9c311d","be6925375c076481fb6edfdb995601ee313d3991c865844dd37d4481cd68c13d","0","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\1-MCQ\L21-Q09.md","LA","1df794770326cd14bbe67c8a2e29ae94f5bd2457c0c7de2cbe2a6331a01b026e","1151329b29d9e56d73e0ab9de69bb83dc6a186b8f3a85e32c25848e4fa771506","0","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\2-FIB\L21-Q03.md","LA","e5177220140cd6095463353295132afbb87346604d092fde62dd56e92fcfe544","710d191ae31b56ff62ad9c65376b20b106ffbb20e0c6d0181022af696a570f9a","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\2-FIB\L21-Q05.md","LA","17cbe22ab9beacf8eaa85165d6b2a4fc1002eaf0cf8c7050d7a27996ba32356a","33c796286126a77c4f090a66791b435bff27b8b810c4cce4a088d389e6d37a9b","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\04 - 第4讲 矩阵的秩\3-FRQ\L21-Q07.md","LA","3913053c9a2cc59f4afd6bc14fab744c71a016c584411af4fedd7e755dfab89d","c6babfc44244d78d7a11d03d78b3ac5604c7badb683f2520f67209086483fc03","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\1-MCQ\L22-Q01.md","LA","41e8daab0b44f09bf3c831c2cbc91db41bafb3c00bca37ae87fcee8bcf18683f","f0f04028614de828b3b1d6bf1f45748b59af198d5ea06a85b1587f00b52a1d38","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\1-MCQ\L22-Q02.md","LA","388aa4c5e204054047b617cce3c22f851068097168df3f6bdc6d2ff64a035f49","49ed25102da128ebb6c251a0dab2a97053f1fdb7c0a90a064cd6d64fb0a1bd07","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\1-MCQ\L22-Q05.md","LA","6b28737a865d6c42553ded0906307603be1bba59c32a40c5bfe968409bbf7074","7bc33f08fa53719065dc13553722ab4067b32d51f361ebda50a09aaae7386b3f","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\1-MCQ\L22-Q06.md","LA","ad902bc943e5122da25bfe44bfe5d779bc480dcf06c655a747668d7cc49b35b9","e3c0635c10be42e557a77d9ff3150f07ffc85f7706ac7f66c6ba836940228024","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\1-MCQ\L22-Q09.md","LA","83b2ebdd3e9cd6afc20138f7569162b1758f801c7b8637c885bc43c47b8db223","a1df473ad5797fa4895b2e15cc491cf026a61e2242f46b45206188a5434a241b","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\1-MCQ\L22-Q10.md","LA","103130d57ee178ca8b5863e987406b971e7ba346308fc949cec5c001f65c08b7","5e2d476dc58a463c7b989985b8e9594257a863c4397065e3d2ffb628b2f62b7f","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\2-FIB\L22-Q07.md","LA","da385ed55356b38f5f4f6864cafc5237eac79023b3bd8bc7eb4111312535b8ad","8e0b796241896f82a86ae898f2fdc520b1f60f76eb7eb6cd1f4dca2566a4b3dd","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\3-FRQ\L22-Q03.md","LA","638740c560cb74399d63a899aa7aa1028d6e05fb74761e985b0bff6b3a45c83b","61c4dd986dfc00690f0450cd80e01d783af6d52b88caf436ef74a5f9cf083782","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\3-FRQ\L22-Q04.md","LA","9a636390b53163d00accf010e78b6abb31605fecb008c43ea4eae55bcea19561","3debcfe1ccaae30f85d596d08c5a0c7ea7c46329f509e7065415762b48641bb3","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\05 - 第5讲 线性方程组\3-FRQ\L22-Q08.md","LA","a190dd0d0e8dcc5292caefe011c46216cd589765b939d59fa62eae78277ec3bf","355e6d6ca1321bbc24ec9ba59a35b451ff208b1c977e6735425ddd3b24cd8875","2","1","1","1"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\1-MCQ\L23-Q02.md","LA","0bb86b82ce470e06ab3b64616be3781914a7f6cba47aacddf4a9e44d01837e1c","7eba1a5cd7046f0ebeac0c2ec0b07099c590dd590c0b9c5d5fb916a7cffc9d89","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\2-FIB\L23-Q05.md","LA","7a048266bbdff07b59a41ff8febb0cab44e4fd5ac9e2393690eb5035b45da890","d4f5bead5c44f8563f2d1c573fbb2ed2c090d7fc4393a062843d867ac697d715","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\3-FRQ\L23-Q01.md","LA","bd338f2fdc5b5e69c9dcfee740550f1f97bb7612af5d01fbd12dc60dd5aaf3f0","1bdff8ce8728d415c269648668814b4b7602ace916d390afbfd6c0a7c82a642b","3","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\3-FRQ\L23-Q03.md","LA","9ce423ea9b35d08e7657e0bea092d9ce1a3af7c95de54225c5a9b57a691f323c","dc3def6d44e724c7ccc66acfe7128e2d5122ee252b156c67641e3bf897d906a3","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\3-FRQ\L23-Q04.md","LA","94594a87c3e6078460408e4ac91a0892ab4dd233a13e11a3e61ceed839566958","27abbb95411e1731f026d78188aa00519f2816bd6b1ae3871b8f48fd1401379a","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\3-FRQ\L23-Q06.md","LA","e8af8f625cf11aa9103352df6d49edacfe0b304ff06e23e2d112964c15e67fbb","89947abc9b5a770e94c007dc6f5ac775db5b4c925a8391f6bd759e4539621d14","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\06 - 第6讲 向量组\3-FRQ\L23-Q07.md","LA","acafddcd5586dcfbfd42ef6c84b6b87e4fd1d45395d2ca14b41781531c028587","e91288d57a53a0a8fea6e4dda4c000b515e4641ef104269c71984487a2a64381","3","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\07 - 第7讲 特征值与特征向量\1-MCQ\L24-Q02.md","LA","88dffa1ac89734472ce34a94767d10cd3a40148bf57a10f1d2b19890efd2a9d6","ce6940655c5c121f8f502261425a9e2364e5e3f2bd2b30241cae3d89da5b7ba6","4","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\07 - 第7讲 特征值与特征向量\1-MCQ\L24-Q03.md","LA","080649bda262d96913985304277482f6a6d5fb94faf90897cb56c01f5f1e5d82","39dadbebde94e4e0e6d3acd187e21c6631b8142662f51e6c8d861436770dcfd9","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\07 - 第7讲 特征值与特征向量\2-FIB\L24-Q01.md","LA","aac66ff68e21afde86c16157cf1e58d27da285d55f36d941ac903d4305995e4e","43e5c03c25e1d0675d4d92126659766c3fd006c8ae07cea6a9ca90bf8f4e10c0","4","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\07 - 第7讲 特征值与特征向量\3-FRQ\L24-Q04.md","LA","cfca7654b591304bbbad1cccef578e961fba64d3f454356619ee0979bbdffb08","f5c29861e6ce33be2cdaf5c9afd76a0cfd573477497817568a5ba53fe86ebbf2","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\1-MCQ\L25-Q01.md","LA","b7a6e15bd6516129611a3d0d3a69ad59fdc10f3958bb7f6ca7fdbe63cc6c02db","9ff670b80af6c02664933e840726af5768845143798dd43caff7f681d5558c1f","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\1-MCQ\L25-Q02.md","LA","dbb087ba4476d422f670059332ded2e941d085828dafc56b7a0d5263476946cc","8240b08747f3e2841ae347fb5691dc7fcc300160c976462736f0c12757b4f494","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\1-MCQ\L25-Q03.md","LA","63d70ddd397aec99076a870bd027f0aa42c77924bd9b29d59829c91265ae0334","e09a3880c75700d48f84b5973a79afe1cb469ff499a2b4d2e25773598536a530","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\1-MCQ\L25-Q04.md","LA","caad097547a3349930afc20bec190724b9304fec80fc4a790c368677a3590f92","a1156fe4a7ec1ce086cfbc35fe5a7da0d571820012ee9f5dc461a43f6de1bc3b","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\1-MCQ\L25-Q07.md","LA","b77a324373cc62c073e0d26ef3c27a0b4f6e71ea3ae1e16f40d1f192947893fa","cd0674928dc088993b0d44c5e72ee3eb855df225a511d6207f0b793f3cb3e75a","1","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\2-FIB\L25-Q09.md","LA","78183b12e18c7697636ad35fb04f3386d1cd8000a57b67661255d8984391c807","cf9d4d1117f48773c4ef4ff94e4acc99c252db0b54c3154a63c28eeb4e66768f","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\2-FIB\L25-Q10.md","LA","1faa14834655171a8cdd8e9631d3b6a436288d944aee774b247d7148830d72ff","9108631593403ee466f32e0093bb46dfc7e4a33025fa9307ec14a6763fa826e4","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\3-FRQ\L25-Q05.md","LA","729f7f79377a9df359fb7d5b447ae73adb5791f6c682a66c578235ab4d1a055d","035dde20aec603790152ed92906ad3115eb896ef54af4d105f88f25ea6459f62","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\3-FRQ\L25-Q06.md","LA","27c110a5128a367832632b65266325e1cd60e16bd8f7cafc755f5902c4cd0124","546e3210628e4de82b48c263f26305ee14931021ae4c769e844f92d1b7484c4c","1","1","1","0"
"_待确认\27_张宇36讲\02 - 线代\08 - 第8讲 相似理论\3-FRQ\L25-Q08.md","LA","d17c7aa84514848d2eb8e4e6bb3622a91455186391d2d805b605da03901d4fb8","823e99814fc7ab89eae5b7a95d9a9b2442050690752869f20c3567e9eb15f559","1","1","1","0"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\1-MCQ\L26-Q01.md","LA","c3b9b72a957f07e01170861c566bb1587592b7664041e7e0b93e28f7bca8b14f","d66c62a0be8b6831b98dd1f19fbb3674dd0d1870f99e390032f34f237c6c0eb4","3","1","0","3"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\1-MCQ\L26-Q04.md","LA","13dfa2d2dcddb7682f4a934cca659b360348e576b0cd2ebc0c28de39cb91512a","55cf4c23899502469f8a88cda5f2d0ccafdc8c4a7c2a629099f8ce14cd378357","3","1","0","3"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\1-MCQ\L26-Q05.md","LA","a79ecdab0e50f7574ab48f6c4f852f525dd9b1c308508266e4650e9fc328290b","5c0e4812dd49144953330bd776b255d1d30b396acb86cd09f4013b137788015c","4","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\1-MCQ\L26-Q10.md","LA","626c5bf4dd25b1249b6c07cc72463cb84c33ff364297cbae8789fcc5a324a49e","4b4ad6319392f66acef985b8c61ae55c4bc91185dc06a3fdd50614153776cf0c","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\1-MCQ\L26-Q12.md","LA","848609c71d447e35836953ed07ae62f968c7391204d6b8da70ff26cc7ff63534","2bf51b0153071943f913125adf36bf38f558bf03bd86b8f75f361a587e886442","3","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\2-FIB\L26-Q02.md","LA","ceb8bd63a0cde5ab97423d36add2a369171bff84f5713b531b8276dceef70064","4087bfe18c7d83d5ff30a8042c951e5c36415bb55e725737d209b3858ffc57fe","3","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\2-FIB\L26-Q06.md","LA","6ed52b360262ea0d4b72424f189ec643564044a132ceeeb6f99d47b1e0d1afcd","6d2e39390ed6f2dbf222452686ba2906cbcd6394469141c3fedf2c588368235d","2","1","0","2"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\2-FIB\L26-Q13.md","LA","70c30a6d23b372d1f944c5e15a58a99d3ec6fef436968b62324b3d2be246630e","e9f7fecd556f3f74e6009a3dd4084afcd6a4e6369b65d51f595656965d142df9","4","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q03.md","LA","562e7833068c70f441bde784b9ec66034c30ddcc4d1cb786348588ce27336d68","7e1891aecdddb06abd010586de9082f38455f656b9beb69a6da938c17043a2ae","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q07.md","LA","33e153901260e6c1c22ef8f015c292b1795b52967bd59444557c2fbe176ac167","8feb2974cfbdfa38918fff4c00c484482b8100e441b961e30b19918724dd27e3","2","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q08.md","LA","271bc7d9ed7f2920edfbcddf4dd86eb6f8f69c229528bdb07dea6a2ab53ec764","98c69f5ecf3ce9cfedc79295c437d4f3af0b29511535038d0862311c75ac9777","3","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q09.md","LA","2b47c97f89793487a469f6788be8cfaac7a9970c0861b953ba85ed97aa6ebef4","02dddf8272d5dc3ead86b2be1f55d65a647fda29b9afbeffabb8d9e7a03b629c","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q11.md","LA","7b41d8dc8e004d54798aeb5519e613b15d555f859ede0b0829d8e7438869b862","e17852cf56f7491731c6eaa7cb3b51fda1fe4a6f6408b2b272960b5922da6f98","2","1","0","0"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q14.md","LA","0056d26d3a616f0737f46674484203ff0b9105ad61dadc699723ca5b265afa9f","08ff8baf89f984d4e44c106e9e58b7d1981a146189a6d17c45decca4c4535b84","3","1","0","1"
"_待确认\27_张宇36讲\02 - 线代\09 - 第9讲 二次型\3-FRQ\L26-Q15.md","LA","2eb66a182ae4135f1fa2b88b9dbc88eab7befc08e6fccc747f1a0d6d78ff0a77","7e97a945f5feb303cefc891225921151a44b44c12965f68ed5f3f097a87a877b","2","1","1","2"
"_待确认\27_张宇36讲\03 - 概统\01 - 第1讲 随机事件和概率\1-MCQ\L27-Q02.md","PS","b8d7f69629d5cc651747cc57ee561b6affdc1ec2f80e0126d8d80f8aabd670dd","76a72d9b6a1fffefd672c456094e3b1a8d223749ac1cdab089479e7e9fa2f3f9","4","1","0","2"
